SCORE,DATE,D0,D1,D2,D3,D4,NA_COUNT,W0,W1,W2,W3,W4
1.1,year_0,0,0,0,0,0,0,98.9,0,0,0,0
92.2,year_1,7.8,0,0,0,0,0,0,0,0,0,0
6.3,year_2,93.7,42,0,0,0,0,0,0,0,0,0
3.2,year_3,96.8,71.3,0,0,0,0,0,0,0,0,0
44.8,year_4,55.2,0,0,0,0,0,0,0,0,0,0
26.4,year_5,73.7,21.1,0,0,0,0,0,0,0,0,0
4.4,year_6,0,0,0,0,0,0,95.6,34.7,13.6,0,0
67.2,year_7,32.8,0,0,0,0,0,0,0,0,0,0
11.7,year_8,88.2,15.8,2.3,0,0,0,0,0,0,0,0
95.4,year_9,2.2,0,0,0,0,0,2.4,0,0,0,0
68.8,year_10,0,0,0,0,0,0,31.2,9.8,0,0,0
65.3,year_11,0,0,0,0,0,0,34.7,20,6.7,0.1,0
0,year_12,100,49.4,0,0,0,0,0,0,0,0,0
10,year_13,90,60,0,0,0,0,0,0,0,0,0
0,year_14,100,77.6,3.2,0,0,0,0,0,0,0,0
2.1,year_15,97.8,92.6,83.5,61,9.9,0,0,0,0,0,0
12.3,year_16,87.7,60,6.4,0,0,0,0,0,0,0,0
13.4,year_17,86.6,55.4,0,0,0,0,0,0,0,0,0
55.9,year_18,44.1,0,0,0,0,0,0,0,0,0,0
94.6,year_19,2.2,0,0,0,0,0,3.2,0,0,0,0
44.9,year_20,31.9,0,0,0,0,0,23.2,5.8,0,0,0
78.8,year_21,0,0,0,0,0,0,21.2,1.1,0,0,0
33.1,year_22,66.8,23.1,0,0,0,0,0,0,0,0,0
41.7,year_23,0,0,0,0,0,0,58.3,22.6,5.9,0,0
23.5,year_24,67.9,48.7,8.6,0,0,0,8.6,0,0,0,0
42.4,year_25,55.3,10.7,0,0,0,0,2.2,0,0,0,0
28,year_26,31.7,6.5,0,0,0,0,40.3,30.1,23.5,17.9,15.7
36,year_27,41.8,7.6,0,0,0,0,22.1,14.4,2.2,0,0
94.6,year_28,0,0,0,0,0,0,5.4,0,0,0,0
39,year_29,58.9,8.8,0,0,0,0,2.1,0,0,0,0
87.9,year_30,7.9,0,0,0,0,0,4.2,0,0,0,0
7.9,year_31,0,0,0,0,0,0,92,30.4,1.2,0,0
0,year_32,0,0,0,0,0,0,100,100,100,97.9,85
0,year_33,0,0,0,0,0,0,99.9,89.8,53.9,14.1,0
0,year_34,0,0,0,0,0,0,99.9,96.6,92.2,88.9,72.4
0,year_35,0,0,0,0,0,0,100,100,87.9,23.3,0
0,year_36,0,0,0,0,0,0,100,41.3,2.2,0,0
1.1,year_37,98.9,36.3,9.2,0,0,0,0,0,0,0,0
68.7,year_38,15.6,0,0,0,0,0,15.7,0,0,0,0
80,year_39,2.2,0,0,0,0,0,17.9,3.4,0,0,0
85.3,year_40,14.8,0.2,0,0,0,0,0,0,0,0,0
17.8,year_41,0,0,0,0,0,0,82.2,0,0,0,0
53.6,year_42,43.1,0,0,0,0,0,3.3,0,0,0,0
5.4,year_43,94.6,23.6,2.4,0,0,0,0,0,0,0,0
0,year_44,100,76.3,7.1,0,0,0,0,0,0,0,0
93,year_45,0,0,0,0,0,0,7,0,0,0,0
87.7,year_46,4.4,0,0,0,0,0,7.9,0,0,0,0
91.3,year_47,8.7,0,0,0,0,0,0,0,0,0,0
2.1,year_48,97.8,84.7,19.9,0,0,0,0,0,0,0,0
2.1,year_49,97.8,74.7,5.7,0,0,0,0,0,0,0,0
0,year_50,0,0,0,0,0,0,100,91.3,18.7,0,0
86.4,year_51,0,0,0,0,0,0,13.6,0,0,0,0
32.4,year_52,67.6,5.9,0,0,0,0,0,0,0,0,0
0,year_53,99.9,99.9,99.9,97.8,77.9,0,0,0,0,0,0
32.6,year_54,67.3,7.7,0,0,0,0,0,0,0,0,0
26.1,year_55,73.9,0,0,0,0,0,0,0,0,0,0
0,year_56,100.1,99,72.7,0,0,0,0,0,0,0,0
15.6,year_57,84.4,65.6,38.5,0,0,0,0,0,0,0,0
90.8,year_58,0,0,0,0,0,0,9.2,0,0,0,0
65.8,year_59,0,0,0,0,0,0,34.2,0,0,0,0
29.3,year_60,0,0,0,0,0,0,70.7,0,0,0,0
0,year_61,0,0,0,0,0,0,100,94.6,50.6,0,0
4.4,year_62,0,0,0,0,0,0,95.5,87.7,67.7,32.9,3.3
0,year_63,0,0,0,0,0,0,100,100,87.8,63.3,15.7
72.5,year_64,22,0,0,0,0,0,5.5,2.2,0.1,0,0
0,year_65,99.9,99.9,99.9,42.6,11.3,0,0,0,0,0,0
92.2,year_66,7.8,1.1,0,0,0,0,0,0,0,0,0
0,year_67,0,0,0,0,0,0,100,100,95.7,70.5,13.5
0,year_68,0,0,0,0,0,0,100.1,94.6,64.5,23.6,6.8
0,year_69,100,100,82.7,10.7,0,0,0,0,0,0,0
30,year_70,69.9,22,0,0,0,0,0,0,0,0,0
67,year_71,33,0,0,0,0,0,0,0,0,0,0
94.5,year_72,0,0,0,0,0,0,5.5,0.1,0,0,0
63,year_73,37.1,9.3,0,0,0,0,0,0,0,0,0
88.8,year_74,11.2,0.1,0,0,0,0,0,0,0,0,0
57.8,year_75,39.7,0,0,0,0,0,2.4,0,0,0,0
60.8,year_76,0,0,0,0,0,0,39.2,1.1,0,0,0
54.8,year_77,0,0,0,0,0,0,45.2,0,0,0,0
0,year_78,0,0,0,0,0,0,100.1,100.1,95.8,91.4,77
0,year_79,0,0,0,0,0,0,100.1,99,93.5,80.2,64.6
96.7,year_80,3.3,0,0,0,0,0,0,0,0,0,0
26.2,year_81,0,0,0,0,0,0,73.8,0,0,0,0
0,year_82,0,0,0,0,0,0,100,52.1,0,0,0
5.3,year_83,0,0,0,0,0,0,94.7,82.3,57.6,30.7,3.3
29.8,year_84,1.4,0,0,0,0,0,68.8,34,0,0,0
87.4,year_85,12.6,0,0,0,0,0,0,0,0,0,0
87.5,year_86,12.5,0,0,0,0,0,0,0,0,0,0
40.8,year_87,0,0,0,0,0,0,59.2,0,0,0,0
11.2,year_88,0,0,0,0,0,0,88.8,49.5,0,0,0
5.6,year_89,0,0,0,0,0,0,94.4,64.2,6.5,0,0
12.1,year_90,0,0,0,0,0,0,87.9,63.2,26.4,0,0
84.3,year_91,14.7,0.1,0,0,0,0,1,0,0,0,0
100,year_92,0,0,0,0,0,0,0,0,0,0,0
14,year_93,86,2.3,0,0,0,0,0,0,0,0,0
72.2,year_94,0,0,0,0,0,0,27.7,2.1,0,0,0
93.9,year_95,6.1,0,0,0,0,0,0,0,0,0,0
5.5,year_96,0,0,0,0,0,0,94.5,78.1,25.2,0,0
0,year_97,0,0,0,0,0,0,100,93.2,60.8,1.1,0
0,year_98,0,0,0,0,0,0,100,86.6,35,0,0
0,year_99,0,0,0,0,0,0,100,96.7,69,29.8,4.5
0,year_100,100,78.4,12,0.1,0,0,0,0,0,0,0
71.2,year_101,28.8,0,0,0,0,0,0,0,0,0,0
0,year_102,100,100,93.4,18.4,0,0,0,0,0,0,0
0,year_103,100,38.3,0,0,0,0,0,0,0,0,0
25.6,year_104,74.4,0,0,0,0,0,0,0,0,0,0
0,year_105,100,92.5,62.3,0,0,0,0,0,0,0,0
0,year_106,100,15.8,0,0,0,0,0,0,0,0,0
17.8,year_107,82.2,39.6,0,0,0,0,0,0,0,0,0
16.6,year_108,83.4,0,0,0,0,0,0,0,0,0,0
0,year_109,100,100,100,96.8,75.8,0,0,0,0,0,0
53.4,year_110,41.8,2.2,0,0,0,0,4.8,0,0,0,0
43.8,year_111,48.5,3.2,0,0,0,0,7.8,2.2,0,0,0
0,year_112,100,69.9,3.6,0,0,0,0,0,0,0,0
90,year_113,10,0,0,0,0,0,0,0,0,0,0
95.4,year_114,4.6,0,0,0,0,0,0,0,0,0,0
64.9,year_115,0,0,0,0,0,0,35.1,0,0,0,0
10.9,year_116,89.1,65.8,4.5,0,0,0,0,0,0,0,0
44,year_117,56,23.5,9.1,0,0,0,0,0,0,0,0
100,year_118,0,0,0,0,0,0,0,0,0,0,0
60.3,year_119,5.8,0,0,0,0,0,33.9,0,0,0,0
94.1,year_120,5.8,0,0,0,0,0,0.1,0,0,0,0
0,year_121,0,0,0,0,0,0,100,100,100,84.8,43.2
0,year_122,0,0,0,0,0,0,100.1,97.7,55.3,12.5,0
0,year_123,100,93.4,34.1,8.5,0,0,0,0,0,0,0
91,year_124,9,0,0,0,0,0,0,0,0,0,0
100,year_125,0,0,0,0,0,0,0,0,0,0,0
0,year_126,99.9,80.3,5.8,0,0,0,0,0,0,0,0
17,year_127,83,13.7,0,0,0,0,0,0,0,0,0
91,year_128,0,0,0,0,0,0,9,0,0,0,0
0,year_129,99.9,99.9,89.1,35.8,0,0,0,0,0,0,0
87.8,year_130,12.2,0,0,0,0,0,0,0,0,0,0
11.1,year_131,85.6,76.8,59,25,0,0,3.3,0,0,0,0
14.8,year_132,85.1,1.1,0,0,0,0,0,0,0,0,0
0,year_133,100.1,92.6,6.7,0,0,0,0,0,0,0,0
7.7,year_134,92.3,73.5,3.2,0,0,0,0,0,0,0,0
0,year_135,100,98.9,88.9,4.7,0,0,0,0,0,0,0
69,year_136,31,18.9,0,0,0,0,0,0,0,0,0
0,year_137,99.9,96.7,40,0,0,0,0,0,0,0,0
99.7,year_138,0,0,0,0,0,0,0.3,0,0,0,0
85.7,year_139,3.3,0,0,0,0,0,11.1,3.3,0,0,0
0,year_140,100,40.7,3.6,0,0,0,0,0,0,0,0
58.8,year_141,41.2,0,0,0,0,0,0,0,0,0,0
15.5,year_142,82.3,28.2,0,0,0,0,2.2,0,0,0,0
0,year_143,99.9,99.9,98.8,50.2,0,0,0,0,0,0,0
8.9,year_144,91.1,81.1,47.3,3.2,0,0,0,0,0,0,0
4.3,year_145,95.7,91.4,86.7,72.2,38.3,0,0,0,0,0,0
4.3,year_146,95.7,86.6,48.3,0,0,0,0,0,0,0,0
0,year_147,100,96.8,91.3,77.9,3.2,0,0,0,0,0,0
0,year_148,100,86.4,2.1,0,0,0,0,0,0,0,0
2.1,year_149,97.9,83.3,3.2,0,0,0,0,0,0,0,0
0,year_150,100.1,100.1,92.4,81.1,8.8,0,0,0,0,0,0
0,year_151,100,93.1,5.7,0,0,0,0,0,0,0,0
0,year_152,100,52.7,0,0,0,0,0,0,0,0,0
76.7,year_153,0,0,0,0,0,0,23.3,0,0,0,0
36.5,year_154,63.5,4.6,0,0,0,0,0,0,0,0,0
34.3,year_155,0,0,0,0,0,0,65.7,1.1,0,0,0
56.8,year_156,28.8,13.5,0,0,0,0,14.3,0,0,0,0
4.4,year_157,95.6,24.5,0,0,0,0,0,0,0,0,0
0,year_158,100,36.6,0,0,0,0,0,0,0,0,0
5.4,year_159,94.6,71.5,1.3,0,0,0,0,0,0,0,0
1.1,year_160,98.9,90,3.5,0,0,0,0,0,0,0,0
0,year_161,99.9,99.9,66.4,5.7,0,0,0,0,0,0,0
0,year_162,100,100,91,79.9,22,0,0,0,0,0,0
12,year_163,88,7.7,0,0,0,0,0,0,0,0,0
63.3,year_164,36.7,10.2,0,0,0,0,0,0,0,0,0
0,year_165,100,100,84.7,35.8,17.7,0,0,0,0,0,0
54.6,year_166,45.2,2.2,0,0,0,0,0.2,0,0,0,0
80.4,year_167,0,0,0,0,0,0,19.6,0,0,0,0
97.7,year_168,2.3,0.1,0,0,0,0,0,0,0,0,0
35.9,year_169,35.3,6.8,0,0,0,0,28.9,18.9,8.9,0,0
0,year_170,0,0,0,0,0,0,99.9,99.9,86.9,29.3,14.7
43.7,year_171,0,0,0,0,0,0,56.3,0,0,0,0
50.4,year_172,0,0,0,0,0,0,49.6,0,0,0,0
0,year_173,100.1,88,16.3,0,0,0,0,0,0,0,0
7.5,year_174,92.6,62.4,1.3,0,0,0,0,0,0,0,0
3.3,year_175,96.7,9.4,0,0,0,0,0,0,0,0,0
0,year_176,100,54.4,0,0,0,0,0,0,0,0,0
98.9,year_177,1.1,0,0,0,0,0,0,0,0,0,0
22.2,year_178,63.4,40.8,3.2,0,0,0,14.4,7.8,0.1,0,0
2.2,year_179,97.8,55.8,0,0,0,0,0,0,0,0,0
50.6,year_180,49.4,0,0,0,0,0,0,0,0,0,0
0,year_181,100,100,100,35.1,0,0,0,0,0,0,0
100,year_182,0,0,0,0,0,0,0,0,0,0,0
71.6,year_183,0,0,0,0,0,0,28.4,0,0,0,0
74.5,year_184,0,0,0,0,0,0,25.5,0,0,0,0
0,year_185,0,0,0,0,0,0,100,46.5,0,0,0
45.6,year_186,0,0,0,0,0,0,54.4,0,0,0,0
97.4,year_187,0.1,0,0,0,0,0,2.5,0,0,0,0
23,year_188,0,0,0,0,0,0,77.1,30.1,12.6,1.1,0
99.9,year_189,0,0,0,0,0,0,0.1,0,0,0,0
8.5,year_190,91.5,56.8,1.1,0,0,0,0,0,0,0,0
15.3,year_191,0.1,0,0,0,0,0,84.6,59,0,0,0
6.5,year_192,0,0,0,0,0,0,93.5,30.1,1.1,0,0
0,year_193,0,0,0,0,0,0,100.1,46.7,4.5,0.1,0
54.7,year_194,13.5,0,0,0,0,0,31.8,0,0,0,0
78.8,year_195,21.2,3.7,0,0,0,0,0,0,0,0,0
30.9,year_196,6.7,0,0,0,0,0,62.3,27.4,0,0,0
77,year_197,0,0,0,0,0,0,23,3.6,0,0,0
2.2,year_198,0,0,0,0,0,0,97.8,3.3,0,0,0
73.4,year_199,0,0,0,0,0,0,26.6,10.2,0.1,0,0
80.9,year_200,0,0,0,0,0,0,19.1,0,0,0,0
0,year_201,99.9,99.9,84.4,26,1.2,0,0,0,0,0,0
16.7,year_202,83.4,50.9,11.2,0,0,0,0,0,0,0,0
26.1,year_203,0,0,0,0,0,0,73.9,27.2,6,0,0
82.2,year_204,0,0,0,0,0,0,17.8,0.1,0,0,0
98.8,year_205,1.2,0,0,0,0,0,0,0,0,0,0
38.7,year_206,0,0,0,0,0,0,61.4,4.6,0,0,0
0,year_207,100,96.7,36.1,0,0,0,0,0,0,0,0
0,year_208,100,72.4,5.8,0,0,0,0,0,0,0,0
0.1,year_209,99.9,12.1,0,0,0,0,0,0,0,0,0
10.5,year_210,89.4,3.3,0,0,0,0,0,0,0,0,0
63.1,year_211,37,8.1,0.1,0,0,0,0,0,0,0,0
0,year_212,0,0,0,0,0,0,100,34.8,2.3,0,0
100,year_213,0,0,0,0,0,0,0,0,0,0,0
66.8,year_214,27.7,0,0,0,0,0,5.5,1.1,0,0,0
0,year_215,100,97.8,36,8,0,0,0,0,0,0,0
70.1,year_216,29.8,5.6,1.1,0,0,0,0,0,0,0,0
71.1,year_217,0,0,0,0,0,0,29,9.2,0,0,0
65.6,year_218,5.5,0,0,0,0,0,28.9,15.7,1.2,0,0
70.9,year_219,29.1,0,0,0,0,0,0,0,0,0,0
100,year_220,0,0,0,0,0,0,0,0,0,0,0
61,year_221,0,0,0,0,0,0,39,0,0,0,0
89.8,year_222,1.1,0,0,0,0,0,9.1,0.1,0,0,0
3.3,year_223,96.7,82.6,11.6,0,0,0,0,0,0,0,0
1,year_224,98.9,36.9,17.8,0.1,0,0,0,0,0,0,0
41,year_225,59,28.8,7.9,0,0,0,0,0,0,0,0
0,year_226,100,100,100,85.8,10.2,0,0,0,0,0,0
26.3,year_227,4.6,0.1,0,0,0,0,69.1,35.3,0,0,0
1.1,year_228,0,0,0,0,0,0,98.9,70.3,8,0,0
45.3,year_229,37,0,0,0,0,0,17.7,5.5,0,0,0
100,year_230,0,0,0,0,0,0,0,0,0,0,0
0,year_231,100,75.3,15,0,0,0,0,0,0,0,0
3.3,year_232,0,0,0,0,0,0,96.7,23.3,0,0,0
21,year_233,64.6,38.6,0,0,0,0,14.4,7.8,2.2,0,0
1.1,year_234,98.9,82,1.1,0,0,0,0,0,0,0,0
0,year_235,100,100,87.6,18.3,0,0,0,0,0,0,0
11.1,year_236,88.9,81.2,70.1,45.5,2.3,0,0,0,0,0,0
51.4,year_237,34.1,0,0,0,0,0,14.5,6.7,2.2,0,0
0,year_238,100.1,100.1,47.1,3.6,0,0,0,0,0,0,0
68.9,year_239,31.1,12.4,0,0,0,0,0,0,0,0,0
26.3,year_240,0.2,0,0,0,0,0,73.5,43,0,0,0
0,year_241,0,0,0,0,0,0,100,34.9,0,0,0
96.6,year_242,0,0,0,0,0,0,3.4,0,0,0,0
0,year_243,99.9,95.6,84.8,35.8,0,0,0,0,0,0,0
1.1,year_244,98.9,92.5,14.8,0,0,0,0,0,0,0,0
0,year_245,100,95.5,0,0,0,0,0,0,0,0,0
100,year_246,0,0,0,0,0,0,0,0,0,0,0
8.7,year_247,0,0,0,0,0,0,91.3,11.2,0,0,0
0,year_248,99.9,99.9,71.2,9.4,0,0,0,0,0,0,0
100,year_249,0,0,0,0,0,0,0,0,0,0,0
94.4,year_250,5.7,0.1,0,0,0,0,0,0,0,0,0
37.2,year_251,41.8,3.3,0,0,0,0,21,6.8,0,0,0
1,year_252,0,0,0,0,0,0,99.1,74,27.1,9.3,0
100,year_253,0,0,0,0,0,0,0,0,0,0,0
0,year_254,0,0,0,0,0,0,100,90.2,0,0,0
54.6,year_255,4.6,0,0,0,0,0,40.9,0,0,0,0
0,year_256,0,0,0,0,0,0,100,97.8,35.8,0,0
76.3,year_257,0,0,0,0,0,0,23.7,1.1,0,0,0
21,year_258,79,53.5,0,0,0,0,0,0,0,0,0
59.3,year_259,23.9,0,0,0,0,0,16.7,0,0,0,0
60.4,year_260,0,0,0,0,0,0,39.7,8.1,0.1,0,0
0,year_261,100,90.1,10.7,0.1,0,0,0,0,0,0,0
79.6,year_262,20.4,2.4,0,0,0,0,0,0,0,0,0
36.9,year_263,22.2,13.4,1.3,0,0,0,40.9,2.2,0,0,0
32,year_264,0,0,0,0,0,0,68,1.1,0,0,0
100,year_265,0,0,0,0,0,0,0,0,0,0,0
96.5,year_266,3.5,0,0,0,0,0,0,0,0,0,0
45,year_267,2.4,0,0,0,0,0,52.7,0,0,0,0
0,year_268,0,0,0,0,0,0,100,100,100,100,94.6
0,year_269,0,0,0,0,0,0,100,98.9,95.5,92,80.1
0,year_270,0,0,0,0,0,0,100,100,51.4,14.8,2.2
0,year_271,0,0,0,0,0,0,100,99,53.1,8.2,0
95.3,year_272,4.7,0,0,0,0,0,0,0,0,0,0
4.2,year_273,0,0,0,0,0,0,95.9,73.6,47.8,29.5,3.3
0,year_274,100,100,62.9,5,0,0,0,0,0,0,0
0,year_275,100,75.9,4.6,0,0,0,0,0,0,0,0
0,year_276,0,0,0,0,0,0,100,97.8,46,3.8,0
0,year_277,0,0,0,0,0,0,99.9,99.9,80.3,20.1,0
74.7,year_278,0,0,0,0,0,0,25.3,4.5,0,0,0
93.2,year_279,6.8,0,0,0,0,0,0,0,0,0,0
1.1,year_280,0,0,0,0,0,0,98.9,94.4,69.4,19.2,0
0,year_281,0,0,0,0,0,0,100,30,7.1,0,0
93.9,year_282,0,0,0,0,0,0,6.2,2,0,0,0
0,year_283,0,0,0,0,0,0,100,35.2,1.1,0,0
99.9,year_284,0,0,0,0,0,0,0.1,0,0,0,0
93.2,year_285,1.1,0,0,0,0,0,5.6,0,0,0,0
63.3,year_286,0,0,0,0,0,0,36.7,16.6,0,0,0
19.8,year_287,2.3,0,0,0,0,0,77.9,42.1,0,0,0
0,year_288,0,0,0,0,0,0,100.1,98,36.3,0,0
50.5,year_289,0,0,0,0,0,0,49.5,3,0,0,0
80,year_290,0,0,0,0,0,0,20,0.1,0,0,0
0,year_291,100,100,100,99,67.2,0,0,0,0,0,0
93.4,year_292,6.6,0,0,0,0,0,0,0,0,0,0
2.3,year_293,97.7,38,3.7,0,0,0,0,0,0,0,0
0,year_294,100.1,92.6,56,0.1,0,0,0,0,0,0,0
1.1,year_295,0,0,0,0,0,0,98.8,85.8,19.7,0,0
0,year_296,0,0,0,0,0,0,100,77.5,34.9,13.7,2.5
14.4,year_297,85.6,61.5,11.5,0,0,0,0,0,0,0,0
9,year_298,0,0,0,0,0,0,91,28.8,0,0,0
0,year_299,0,0,0,0,0,0,100,26.8,0,0,0
72.9,year_300,24.5,0,0,0,0,0,2.6,0,0,0,0
5.6,year_301,0,0,0,0,0,0,94.4,8,0,0,0
28,year_302,36.5,22.1,2.2,0,0,0,35.7,24.5,13.7,1.4,0
48.8,year_303,51.2,0,0,0,0,0,0,0,0,0,0
7.9,year_304,0,0,0,0,0,0,92.1,57.9,36.6,22.1,10
0,year_305,0,0,0,0,0,0,100,83.4,35.5,0,0
16.8,year_306,2.1,0,0,0,0,0,81.1,63.6,36.8,4.4,0
16.6,year_307,0,0,0,0,0,0,83.4,72.2,56.6,13,2.2
39.1,year_308,60.9,2.2,0,0,0,0,0,0,0,0,0
3.5,year_309,0,0,0,0,0,0,96.5,53.3,1.1,0,0
3.3,year_310,0,0,0,0,0,0,96.8,92.3,81.3,59.4,14.6
0,year_311,0,0,0,0,0,0,100,100,92.3,82.4,53.7
15.5,year_312,2.2,0,0,0,0,0,82.3,66.4,16.6,0,0
12.8,year_313,87.2,58.3,0,0,0,0,0,0,0,0,0
11,year_314,0,0,0,0,0,0,89.1,42,2.3,0,0
74.4,year_315,25.6,10.2,0,0,0,0,0,0,0,0,0
95.6,year_316,1.4,0,0,0,0,0,3.1,0,0,0,0
19.9,year_317,0,0,0,0,0,0,80,54.5,12.8,0,0
57,year_318,16.8,2.3,0,0,0,0,26.3,3.1,0,0,0
12.2,year_319,0,0,0,0,0,0,87.7,71.2,37.7,1.1,0
60.3,year_320,38.6,25.5,12.2,0,0,0,1.1,0,0,0,0
0,year_321,99.9,94.5,41.5,12.7,0.1,0,0,0,0,0,0
71.4,year_322,28.6,4.5,0,0,0,0,0,0,0,0,0
94.3,year_323,0,0,0,0,0,0,5.7,0,0,0,0
22.7,year_324,77.3,21.4,0,0,0,0,0,0,0,0,0
44.4,year_325,0,0,0,0,0,0,55.6,0,0,0,0
0,year_326,100,65.6,4.5,0,0,0,0,0,0,0,0
2.2,year_327,97.8,46.5,0,0,0,0,0,0,0,0,0
79.9,year_328,20.1,0,0,0,0,0,0,0,0,0,0
68.8,year_329,31.2,15.8,2.3,0,0,0,0,0,0,0,0
13.3,year_330,0,0,0,0,0,0,86.7,46.3,2.4,0,0
10.8,year_331,0,0,0,0,0,0,89.3,50.4,25.8,8.3,2.3
13.9,year_332,0,0,0,0,0,0,86.1,9,0,0,0
33.7,year_333,40.9,18.8,0,0,0,0,25.5,15.6,2.2,0,0
54.3,year_334,0,0,0,0,0,0,45.7,0,0,0,0
84.9,year_335,0,0,0,0,0,0,15.1,0,0,0,0
54.4,year_336,5.6,0,0,0,0,0,40,0,0,0,0
100,year_337,0,0,0,0,0,0,0,0,0,0,0
24.5,year_338,0,0,0,0,0,0,75.5,25.6,0,0,0
66.4,year_339,0,0,0,0,0,0,33.6,0,0,0,0
8.8,year_340,91.2,67.1,22.4,0,0,0,0,0,0,0,0
31,year_341,30,17.7,2.2,0,0,0,39,22.5,3.6,0,0
63.5,year_342,34.3,15.6,0,0,0,0,2.1,0,0,0,0
26.5,year_343,0,0,0,0,0,0,73.5,13.1,0,0,0
