SCORE,DATE,D0,D1,D2,D3,D4,NA_COUNT,W0,W1,W2,W3,W4
30.8,year_684,0,0,0,0,0,0,69.2,49.1,28.7,8.9,2.2
41.1,year_685,4.2,0,0,0,0,0,54.6,12.4,0,0,0
0,year_686,100,98.9,52.3,0,0,0,0,0,0,0,0
27.3,year_687,71.6,2.1,0,0,0,0,1.1,0,0,0,0
0,year_688,0,0,0,0,0,0,100,100,62.2,7,0
0,year_689,0,0,0,0,0,0,100,96.9,86.9,69,36.3
17.7,year_690,4.4,0,0,0,0,0,77.9,35,1.1,0,0
0,year_691,0,0,0,0,0,0,100,87.4,51.4,0,0
31.8,year_692,0,0,0,0,0,0,68.3,36.2,20.5,5.9,0
2,year_693,0,0,0,0,0,0,97.9,82.4,14.3,0,0
91.8,year_694,8.2,0,0,0,0,0,0,0,0,0,0
24.3,year_695,0,0,0,0,0,0,75.7,38.7,1.1,0,0
66,year_696,0,0,0,0,0,0,34,0,0,0,0
69.3,year_697,30.6,17,3.7,0,0,0,0,0,0,0,0
87.4,year_698,12.6,0,0,0,0,0,0,0,0,0,0
15.3,year_699,84.6,65.7,36.8,17.9,1.3,0,0,0,0,0,0
22.1,year_700,77.9,21.2,0,0,0,0,0,0,0,0,0
48.7,year_701,51.4,8.4,1,0,0,0,0,0,0,0,0
92.3,year_702,7.7,0,0,0,0,0,0,0,0,0,0
100,year_703,0,0,0,0,0,0,0,0,0,0,0
0,year_704,100.1,92.2,82.5,45.5,0,0,0,0,0,0,0
62.5,year_705,36.2,3.3,0,0,0,0,1.2,0,0,0,0
0.1,year_706,100,93.6,64.7,0,0,0,0,0,0,0,0
0,year_707,100,100,81.9,27.3,0,0,0,0,0,0,0
79.7,year_708,0.2,0,0,0,0,0,20.2,0,0,0,0
1.1,year_709,98.9,69.3,3.2,0,0,0,0,0,0,0,0
6.5,year_710,0,0,0,0,0,0,93.4,1.1,0,0,0
79,year_711,4.5,0,0,0,0,0,16.5,0,0,0,0
18.4,year_712,81.6,42.8,6.5,0,0,0,0,0,0,0,0
88.9,year_713,11.1,0,0,0,0,0,0,0,0,0,0
15.3,year_714,0,0,0,0,0,0,84.7,0,0,0,0
50.9,year_715,0,0,0,0,0,0,49.1,0,0,0,0
71.5,year_716,28.4,2,0,0,0,0,0.1,0,0,0,0
5.2,year_717,94.8,74.1,2.2,0,0,0,0,0,0,0,0
47.1,year_718,44.5,12.4,0,0,0,0,8.4,3.1,0,0,0
68.5,year_719,0,0,0,0,0,0,31.5,5.6,0,0,0
52.9,year_720,6.7,0,0,0,0,0,40.5,13.5,0,0,0
66.9,year_721,0,0,0,0,0,0,33.1,0.1,0,0,0
51.2,year_722,37.4,0,0,0,0,0,11.4,0,0,0,0
54.1,year_723,22.1,4.5,0,0,0,0,23.8,9.2,0,0,0
19.5,year_724,71.3,61.2,43,0,0,0,9.2,3.7,0.2,0,0
40.8,year_725,0,0,0,0,0,0,59.2,0.1,0,0,0
92.8,year_726,0,0,0,0,0,0,7.2,0,0,0,0
81.9,year_727,18.2,4.8,0,0,0,0,0,0,0,0,0
0.3,year_728,0,0,0,0,0,0,99.8,76.9,38,0,0
90.9,year_729,9.1,0,0,0,0,0,0,0,0,0,0
0.1,year_730,0,0,0,0,0,0,99.9,89.2,69.4,26.1,0.1
0,year_731,0,0,0,0,0,0,99.9,99.9,82.7,61.4,14.6
72.1,year_732,0,0,0,0,0,0,27.9,0,0,0,0
53.6,year_733,8,0,0,0,0,0,38.4,0,0,0,0
40,year_734,60.1,4.4,0,0,0,0,0,0,0,0,0
3.7,year_735,96.3,8.7,0,0,0,0,0,0,0,0,0
66.2,year_736,33.8,0,0,0,0,0,0,0,0,0,0
28,year_737,2,0,0,0,0,0,69.9,9.3,0,0,0
0,year_738,100,100,100,100,96.4,0,0,0,0,0,0
0,year_739,100,100,95.8,30.2,0,0,0,0,0,0,0
11.1,year_740,0,0,0,0,0,0,88.9,42.4,0,0,0
85,year_741,15,2.4,0,0,0,0,0,0,0,0,0
31.5,year_742,63.7,47,21.2,0,0,0,4.8,0,0,0,0
44.9,year_743,0,0,0,0,0,0,55.2,7.4,0,0,0
75.9,year_744,24.1,1.4,0,0,0,0,0,0,0,0,0
5.4,year_745,94.7,31.8,8.2,0,0,0,0,0,0,0,0
25.1,year_746,3.7,0,0,0,0,0,71.1,15.1,0,0,0
41.1,year_747,0,0,0,0,0,0,58.9,6.9,0,0,0
1.1,year_748,98.8,73.6,32.9,0,0,0,0,0,0,0,0
49.2,year_749,50.8,22.1,2.4,0,0,0,0,0,0,0,0
0.1,year_750,100,78.7,33.1,0,0,0,0,0,0,0,0
0,year_751,100,100,100,98.9,77.6,0,0,0,0,0,0
6,year_752,94,16.8,0,0,0,0,0,0,0,0,0
80.3,year_753,0,0,0,0,0,0,19.6,1.3,0,0,0
85.3,year_754,0,0,0,0,0,0,14.7,0,0,0,0
95.8,year_755,4.1,0,0,0,0,0,0.1,0,0,0,0
54.8,year_756,45.2,0,0,0,0,0,0,0,0,0,0
25.1,year_757,74.9,43.2,10.1,0,0,0,0,0,0,0,0
44.3,year_758,0,0,0,0,0,0,55.7,4.4,0,0,0
2.1,year_759,0,0,0,0,0,0,97.9,70.3,6.8,0,0
98.8,year_760,0.2,0,0,0,0,0,1,0,0,0,0
7.3,year_761,92.7,46.7,1.6,0,0,0,0,0,0,0,0
23.4,year_762,76.7,1.3,0,0,0,0,0,0,0,0,0
83.7,year_763,16.3,0,0,0,0,0,0,0,0,0,0
68.8,year_764,31.1,0,0,0,0,0,0.1,0,0,0,0
0,year_765,0,0,0,0,0,0,100,100,66,21.8,4.9
3.2,year_766,0,0,0,0,0,0,96.8,89.9,63.1,27.7,0
24.2,year_767,75.7,14.8,0.1,0,0,0,0,0,0,0,0
0,year_768,0,0,0,0,0,0,100,91.2,23.2,0,0
34.3,year_769,0,0,0,0,0,0,65.7,2.3,0,0,0
0,year_770,100,70.8,0,0,0,0,0,0,0,0,0
0,year_771,100,83.3,8.7,0,0,0,0,0,0,0,0
12.7,year_772,0,0,0,0,0,0,87.3,54.9,26.6,0,0
92.1,year_773,0,0,0,0,0,0,7.9,0,0,0,0
0,year_774,100,83.8,52.4,0,0,0,0,0,0,0,0
5.4,year_775,94.6,38.8,18,1.3,0,0,0,0,0,0,0
61.7,year_776,0,0,0,0,0,0,38.3,0,0,0,0
52.9,year_777,0,0,0,0,0,0,47.1,5.3,0,0,0
5.1,year_778,94.9,34.3,0.2,0,0,0,0,0,0,0,0
7.6,year_779,92.4,73.5,54.7,5.7,0,0,0,0,0,0,0
21.4,year_780,0,0,0,0,0,0,78.6,39.5,21.5,0,0
38.5,year_781,0,0,0,0,0,0,61.6,4.6,0,0,0
0,year_782,100.1,94.9,74.8,7.9,0,0,0,0,0,0,0
81,year_783,0,0,0,0,0,0,19,0,0,0,0
0,year_784,0,0,0,0,0,0,100,100,100,71,23.2
0,year_785,0,0,0,0,0,0,100,100,100,71.1,14.6
25.9,year_786,32.3,0,0,0,0,0,41.9,26.5,2.2,0,0
0,year_787,0,0,0,0,0,0,100,87.6,23.7,1.1,0
55.1,year_788,0,0,0,0,0,0,44.8,10.4,3.1,0,0
64.5,year_789,0,0,0,0,0,0,35.5,0,0,0,0
100,year_790,0,0,0,0,0,0,0,0,0,0,0
3.1,year_791,96.8,78.2,14.8,0,0,0,0,0,0,0,0
20,year_792,75.6,60,36.6,16.8,0,0,4.4,0,0,0,0
60.1,year_793,4.1,0,0,0,0,0,35.7,6.7,0,0,0
61.3,year_794,6.6,0,0,0,0,0,32.1,0,0,0,0
2.1,year_795,98,58,1.3,0,0,0,0,0,0,0,0
32.9,year_796,67.1,45.7,18.2,0.1,0,0,0,0,0,0,0
0,year_797,100,100,95.8,38.2,0.2,0,0,0,0,0,0
34.4,year_798,37.9,17,2.2,0,0,0,27.8,0,0,0,0
52.1,year_799,47.9,28.9,13.6,0,0,0,0,0,0,0,0
42,year_800,0,0,0,0,0,0,57.9,33,13,1,0
0,year_801,0,0,0,0,0,0,100,57.5,0,0,0
1.2,year_802,0,0,0,0,0,0,98.8,46.9,8.3,0,0
0,year_803,0,0,0,0,0,0,100,100,90.4,70.9,49.2
5.5,year_804,0,0,0,0,0,0,94.5,36.6,15.7,2.3,0
39.8,year_805,0,0,0,0,0,0,60.2,8.2,0,0,0
66.7,year_806,29.4,7.3,0,0,0,0,3.8,0,0,0,0
45.9,year_807,54.1,25.1,0,0,0,0,0,0,0,0,0
14.9,year_808,85,61.7,2.5,0,0,0,0,0,0,0,0
0,year_809,92.2,92.2,92.2,92.2,92.2,7.8,0,0,0,0,0
33.5,year_810,28.7,13.4,0,0,0,0,37.8,2.1,0,0,0
48.7,year_811,0,0,0,0,0,0,51.4,1.3,0,0,0
82.8,year_812,0,0,0,0,0,0,17.2,0,0,0,0
41.1,year_813,11.3,0,0,0,0,0,47.6,27.5,0,0,0
45.1,year_814,2,0,0,0,0,0,52.8,1.1,0,0,0
95.8,year_815,4.1,0,0,0,0,0,0.1,0,0,0,0
30.2,year_816,69.8,0,0,0,0,0,0,0,0,0,0
0,year_817,100,100,100,81,31.9,0,0,0,0,0,0
8.7,year_818,91.3,61.6,30.6,0,0,0,0,0,0,0,0
0,year_819,100,100,100,89.4,48.1,0,0,0,0,0,0
24.8,year_820,0,0,0,0,0,0,75.3,58.2,39.1,23.2,5.5
0,year_821,0,0,0,0,0,0,100.1,100.1,77.4,55.7,38.9
0,year_822,0,0,0,0,0,0,99.9,97.8,74.8,30.2,0
26.4,year_823,73.6,61.3,45.6,27.4,5.4,0,0.1,0,0,0,0
0,year_824,100,100,64.5,0,0,0,0,0,0,0,0
8.1,year_825,91.9,61.1,29.6,0,0,0,0,0,0,0,0
0,year_826,0,0,0,0,0,0,100,90.3,38.2,5.8,0
100,year_827,0,0,0,0,0,0,0,0,0,0,0
24.4,year_828,0,0,0,0,0,0,75.6,3.4,0,0,0
0,year_829,100,80.8,33.9,4.3,0,0,0,0,0,0,0
0,year_830,99.9,99.9,97.8,57.6,0,0,0,0,0,0,0
4.4,year_831,0,0,0,0,0,0,95.6,55.3,11.8,0,0
21,year_832,0,0,0,0,0,0,78.9,4,0,0,0
92.3,year_833,0.2,0,0,0,0,0,7.5,0,0,0,0
85,year_834,1,0,0,0,0,0,13.9,0,0,0,0
25.1,year_835,74.9,38.6,0,0,0,0,0,0,0,0,0
54.5,year_836,45.6,7.9,0,0,0,0,0,0,0,0,0
15.9,year_837,84.1,2.2,0,0,0,0,0,0,0,0,0
81.4,year_838,17.5,0,0,0,0,0,1.1,0,0,0,0
16.6,year_839,83.3,46.9,8.2,0,0,0,0,0,0,0,0
25,year_840,74.5,60,40.7,4.5,0,0,0.5,0,0,0,0
4.2,year_841,95.8,80.2,45.8,2.3,0,0,0,0,0,0,0
98.1,year_842,0,0,0,0,0,0,1.9,0,0,0,0
0,year_843,0,0,0,0,0,0,99.9,83.5,28.2,3.2,0
99.8,year_844,0.2,0,0,0,0,0,0,0,0,0,0
59.1,year_845,41,12.3,1.1,0,0,0,0,0,0,0,0
38.7,year_846,61.3,0,0,0,0,0,0,0,0,0,0
0,year_847,100,100,100,85.4,2.2,0,0,0,0,0,0
93.7,year_848,6.3,0,0,0,0,0,0,0,0,0,0
10.9,year_849,89.2,6.7,0,0,0,0,0,0,0,0,0
89.3,year_850,2.4,0,0,0,0,0,8.3,0,0,0,0
58.7,year_851,35.6,0,0,0,0,0,5.7,0,0,0,0
69.4,year_852,4.5,0,0,0,0,0,26.1,1,0,0,0
51.3,year_853,21.5,2.4,0,0,0,0,27.2,0,0,0,0
0,year_854,0,0,0,0,0,0,100,75.5,32.9,0,0
71.1,year_855,0,0,0,0,0,0,28.9,0,0,0,0
72.7,year_856,0,0,0,0,0,0,27.3,0,0,0,0
25.7,year_857,70.1,42,1.1,0,0,0,4.2,0,0,0,0
0,year_858,0,0,0,0,0,0,99.9,77.8,24.1,0,0
100,year_859,0,0,0,0,0,0,0,0,0,0,0
14.3,year_860,85.7,30.2,1,0,0,0,0,0,0,0,0
56.8,year_861,43.2,17.6,0.2,0,0,0,0,0,0,0,0
51.1,year_862,43.3,23.2,2.3,0,0,0,5.6,0,0,0,0
12.9,year_863,87.1,8.4,0,0,0,0,0,0,0,0,0
43.6,year_864,56.4,0,0,0,0,0,0,0,0,0,0
1,year_865,99.1,80.7,53.8,32.8,17,0,0,0,0,0,0
87.9,year_866,12.1,0,0,0,0,0,0,0,0,0,0
0,year_867,100,99.9,64.4,0,0,0,0,0,0,0,0
0,year_868,100.1,97,51.7,24.8,5.8,0,0,0,0,0,0
32.3,year_869,23.4,8,0,0,0,0,44.2,28.5,0,0,0
66,year_870,25.8,0,0,0,0,0,8.2,0,0,0,0
81.5,year_871,18.5,0,0,0,0,0,0,0,0,0,0
6.1,year_872,93.9,30.9,5.7,0,0,0,0,0,0,0,0
63.2,year_873,30.9,9,0,0,0,0,5.9,0,0,0,0
20.8,year_874,79.2,20.4,3.1,0,0,0,0,0,0,0,0
0,year_875,100,86.2,15.3,0,0,0,0,0,0,0,0
36.4,year_876,0,0,0,0,0,0,63.6,27.7,0,0,0
97.4,year_877,2.6,0,0,0,0,0,0,0,0,0,0
5.7,year_878,94.2,74.5,34.2,0,0,0,0,0,0,0,0
78.2,year_879,21.4,0,0,0,0,0,0.4,0,0,0,0
31.3,year_880,68.7,2.4,0,0,0,0,0,0,0,0,0
93.1,year_881,1.3,0,0,0,0,0,5.7,0,0,0,0
7.3,year_882,92.7,7.9,0,0,0,0,0,0,0,0,0
0,year_883,100,100,70.9,30.1,0,0,0,0,0,0,0
0,year_884,100,100,100,87.8,44.3,0,0,0,0,0,0
69,year_885,31,0,0,0,0,0,0,0,0,0,0
48.1,year_886,40.9,3.1,0,0,0,0,10.9,0,0,0,0
65.6,year_887,14.5,0,0,0,0,0,19.8,0,0,0,0
41.1,year_888,0,0,0,0,0,0,58.8,1.1,0,0,0
28.7,year_889,71.3,0,0,0,0,0,0,0,0,0,0
46.9,year_890,30,5.9,0,0,0,0,23,3.3,0,0,0
86,year_891,12.5,0,0,0,0,0,1.5,0,0,0,0
33.4,year_892,51.8,39.5,10.8,0,0,0,14.8,1.6,0,0,0
76.8,year_893,1.1,0,0,0,0,0,22.1,0,0,0,0
37.3,year_894,0,0,0,0,0,0,62.8,30.8,16,3.5,0
100,year_895,0,0,0,0,0,0,0,0,0,0,0
0.1,year_896,0,0,0,0,0,0,99.9,79.3,19.8,2.2,0
1.1,year_897,0,0,0,0,0,0,98.9,40.2,0,0,0
22,year_898,0,0,0,0,0,0,78,10.5,0,0,0
8.9,year_899,0,0,0,0,0,0,91,73.4,61.1,42,32
55.1,year_900,44.8,17.4,0,0,0,0,0,0,0,0,0
42.2,year_901,57.7,40.7,11.2,0,0,0,0,0,0,0,0
100,year_902,0,0,0,0,0,0,0,0,0,0,0
0,year_903,100,93.3,49.2,1.1,0,0,0,0,0,0,0
38.1,year_904,61.9,3.4,0,0,0,0,0,0,0,0,0
0,year_905,0,0,0,0,0,0,100,65.7,5.1,0,0
21,year_906,76.8,52,23.8,0,0,0,2.1,0,0,0,0
0,year_907,99.9,99.9,96.8,72.2,13.2,0,0,0,0,0,0
61.7,year_908,1.4,0,0,0,0,0,37,8.5,0,0,0
36.7,year_909,9.4,0.1,0,0,0,0,53.9,35,11.6,0,0
62.5,year_910,37.5,20.7,4.9,0,0,0,0,0,0,0,0
28.2,year_911,0,0,0,0,0,0,71.8,48.3,36.1,5.2,0
25.7,year_912,1.1,0,0,0,0,0,73.2,7.5,0,0,0
48.5,year_913,51.4,27.1,7.2,0.1,0,0,0,0,0,0,0
76.1,year_914,23.9,0,0,0,0,0,0,0,0,0,0
98.6,year_915,0,0,0,0,0,0,1.4,0,0,0,0
84.5,year_916,0,0,0,0,0,0,15.5,0,0,0,0
2.5,year_917,0,0,0,0,0,0,97.5,46.2,19.6,0,0
42.3,year_918,19.3,6,0,0,0,0,38.4,17.2,0,0,0
47.9,year_919,19.3,2.5,0,0,0,0,32.8,0,0,0,0
0,year_920,100,100,89.1,42.7,0,0,0,0,0,0,0
95.7,year_921,4.3,0,0,0,0,0,0,0,0,0,0
0,year_922,100,88.9,29.2,1.3,0,0,0,0,0,0,0
0,year_923,100,93,27.4,0,0,0,0,0,0,0,0
0,year_924,100,100,100,98.9,68.9,0,0,0,0,0,0
98,year_925,0,0,0,0,0,0,2,0,0,0,0
0,year_926,0,0,0,0,0,0,99.9,99.9,70.9,10.6,0
91.6,year_927,8.4,0,0,0,0,0,0,0,0,0,0
41.1,year_928,0,0,0,0,0,0,58.8,37.3,7.9,0,0
30.3,year_929,31.2,15.9,8.2,0.2,0,0,38.5,17.4,0,0,0
0,year_930,99.9,97.8,56.1,0,0,0,0,0,0,0,0
81.6,year_931,0,0,0,0,0,0,18.4,0.1,0,0,0
76.8,year_932,0,0,0,0,0,0,23.2,0,0,0,0
66.6,year_933,33.4,0,0,0,0,0,0,0,0,0,0
46.7,year_934,53.3,0,0,0,0,0,0,0,0,0,0
11.5,year_935,88.5,2.6,0,0,0,0,0,0,0,0,0
89.6,year_936,10.4,0,0,0,0,0,0,0,0,0,0
35.4,year_937,6.7,0,0,0,0,0,58,32.6,14.9,3.4,0
2.1,year_938,0,0,0,0,0,0,97.9,20.3,0,0,0
17.4,year_939,82.6,4.5,0,0,0,0,0,0,0,0,0
89.6,year_940,0,0,0,0,0,0,10.4,0,0,0,0
4.2,year_941,0,0,0,0,0,0,95.8,57.4,28.4,12.6,3.7
84.8,year_942,14.1,0,0,0,0,0,1.1,0,0,0,0
6.4,year_943,93.7,70.6,17.4,0,0,0,0,0,0,0,0
7.7,year_944,92.2,56.7,1.1,0,0,0,0,0,0,0,0
77.9,year_945,9.9,0,0,0,0,0,12.2,0,0,0,0
36.8,year_946,15.8,0.2,0,0,0,0,47.4,32.8,13,0,0
100,year_947,0,0,0,0,0,0,0,0,0,0,0
56.6,year_948,43.3,19.1,0,0,0,0,0,0,0,0,0
39,year_949,32.3,7.1,0,0,0,0,28.7,12.2,0,0,0
88.7,year_950,11.3,0,0,0,0,0,0,0,0,0,0
5.9,year_951,94,45.2,0,0,0,0,0,0,0,0,0
74.8,year_952,25.2,0,0,0,0,0,0,0,0,0,0
68.4,year_953,31.6,0,0,0,0,0,0,0,0,0,0
0,year_954,100,100,96.7,54,0,0,0,0,0,0,0
0,year_955,100,97.9,67,39.1,2.2,0,0,0,0,0,0
51.8,year_956,2,0,0,0,0,0,46.2,22.1,0,0,0
0,year_957,100,93.5,32.1,0,0,0,0,0,0,0,0
0,year_958,100.1,78.1,9,0,0,0,0,0,0,0,0
39.9,year_959,0,0,0,0,0,0,60.1,20.7,0,0,0
0,year_960,0,0,0,0,0,0,99.9,93.4,65.8,33.3,9
32.6,year_961,67.3,25.1,4.8,0,0,0,0,0,0,0,0
71.3,year_962,0,0,0,0,0,0,28.7,0,0,0,0
64.8,year_963,0,0,0,0,0,0,35.2,2.2,0,0,0
92.8,year_964,0,0,0,0,0,0,7.2,0,0,0,0
71.3,year_965,22.6,8.1,0,0,0,0,6.1,0,0,0,0
28.2,year_966,0,0,0,0,0,0,71.7,38.9,18.8,2.2,0
55,year_967,27.5,2.2,0,0,0,0,17.5,3.3,0,0,0
82.1,year_968,2.4,0,0,0,0,0,15.5,0.1,0,0,0
0,year_969,99.9,86.4,27.5,8.3,0.1,0,0,0,0,0,0
44.8,year_970,0,0,0,0,0,0,55.2,0.1,0,0,0
84,year_971,14.9,1.3,0,0,0,0,1.1,0,0,0,0
7.6,year_972,92.4,81.1,53.2,24.6,0,0,0,0,0,0,0
0,year_973,0,0,0,0,0,0,99.9,99.9,73.4,34,9.8
0,year_974,0,0,0,0,0,0,100,98.5,50.9,0,0
0,year_975,100,100,66.7,7.4,0,0,0,0,0,0,0
0,year_976,100,92.5,30.1,0,0,0,0,0,0,0,0
67.5,year_977,0,0,0,0,0,0,32.5,0,0,0,0
61,year_978,30.8,0,0,0,0,0,8.1,0,0,0,0
0,year_979,100.1,72.5,4.8,0,0,0,0,0,0,0,0
0,year_980,100,100,100,99.9,85.3,0,0,0,0,0,0
0,year_981,100,100,100,100,97.6,0,0,0,0,0,0
81.2,year_982,0,0,0,0,0,0,18.8,3.8,0,0,0
98.6,year_983,0,0,0,0,0,0,1.4,0,0,0,0
32.1,year_984,67.9,41.1,0,0,0,0,0,0,0,0,0
0,year_985,0,0,0,0,0,0,100,34.8,0,0,0
2.3,year_986,0,0,0,0,0,0,97.7,90.1,19.1,0,0
7.9,year_987,0.2,0,0,0,0,0,92,73.5,30.9,5.6,0
12.4,year_988,1.4,0,0,0,0,0,86.3,64.4,41.8,30.7,9.9
0,year_989,0,0,0,0,0,0,100,98.6,90.8,67.8,37.5
85.8,year_990,12.1,1.2,0,0,0,0,2.1,0,0,0,0
13.1,year_991,87,62.6,50.4,17,0,0,0,0,0,0,0
1.5,year_992,98.5,37.4,3.2,0,0,0,0,0,0,0,0
0,year_993,100,100,100,68,24.5,0,0,0,0,0,0
96.8,year_994,0,0,0,0,0,0,3.2,0,0,0,0
18.3,year_995,81.8,70.6,50.6,34,21.5,0,0,0,0,0,0
13,year_996,0,0,0,0,0,0,87,42.6,0,0,0
85.9,year_997,14.1,3.8,0,0,0,0,0,0,0,0,0
16.4,year_998,83.6,62.4,37.9,13.8,0,0,0,0,0,0,0
57.8,year_999,42.2,7.8,0,0,0,0,0,0,0,0,0
46.3,year_1000,5.8,0.2,0,0,0,0,47.9,2,0,0,0
23.5,year_1001,76.4,33,0,0,0,0,0,0,0,0,0
11.4,year_1002,88.6,49.8,0,0,0,0,0,0,0,0,0
0,year_1003,100,87.6,27.1,2.4,0,0,0,0,0,0,0
97.6,year_1004,1,0,0,0,0,0,1.4,0,0,0,0
0,year_1005,100,100,100,100,82.7,0,0,0,0,0,0
74.6,year_1006,25.4,0,0,0,0,0,0,0,0,0,0
0,year_1007,0,0,0,0,0,0,100.1,93.2,5.6,0,0
31.7,year_1008,0,0,0,0,0,0,68.4,6.3,0,0,0
50.4,year_1009,49.6,9,0,0,0,0,0,0,0,0,0
51.6,year_1010,46.2,7.5,0,0,0,0,2.1,0,0,0,0
83.1,year_1011,16.9,0,0,0,0,0,0,0,0,0,0
6.5,year_1012,93.5,68.7,35.4,6.8,0,0,0,0,0,0,0
0,year_1013,100,94.2,35.7,0,0,0,0,0,0,0,0
0,year_1014,100.1,100.1,93.2,3.3,0,0,0,0,0,0,0
90.6,year_1015,0,0,0,0,0,0,9.4,0,0,0,0
72.4,year_1016,0,0,0,0,0,0,27.6,0,0,0,0
1.1,year_1017,0,0,0,0,0,0,98.9,55.4,0,0,0
62.2,year_1018,11.8,0,0,0,0,0,26.1,7.1,0,0,0
32.1,year_1019,67.8,48.8,21.2,0,0,0,0,0,0,0,0
18.1,year_1020,0,0,0,0,0,0,81.9,25.2,0,0,0
74,year_1021,25,9.4,0.4,0,0,0,1,0,0,0,0
